,BME280_Humidity,BME280_Pressure,BME280_Temp,Intensity,Potato_Area,Spinach_Area
0,1.0,0.4446856233267829,0.9899177388736543,1.0,0.08990686265796911,0.14215763381825378
1,0.9752743303464473,0.43455611026693136,0.989158405399704,0.9417492216246817,0.08405245196494908,0.13827082815346287
2,0.9521299535195736,0.4259460241660687,0.987133516135835,0.8915935465609964,0.0576065125042214,0.12524292535404943
3,0.9328669318127367,0.4192171333477601,0.9830415524151014,0.8424568355505236,0.03988775528341124,0.10117619001709992
4,0.9158560544348079,0.4148759134649525,0.9761231807635512,0.7912255873195587,0.017376601908960027,0.060577845207710694
5,0.8930950213234957,0.4194341943418696,0.9788230331153758,0.7981885083498444,0.0033371251844083825,0.025416461586080567
6,0.8691360391010597,0.42399247521878675,0.9821134781691624,0.8056609114067368,0.0,0.0
7,0.844745795198621,0.42710368280144295,0.9858679603459184,0.8138692329465045,0.0,0.0
8,0.8190138482917253,0.43050430504296117,0.9901286648386413,0.8197565808095105,0.0,0.0
9,0.7937131630648335,0.4332537443020521,0.9946002952963511,0.8255307104443815,0.0,0.0
10,0.7670707748334856,0.4362202445553019,1.0,0.8333993772997454,0.0,0.0
11,0.756912166371174,0.4388973301497143,0.9926597764184776,0.7748089442400228,0.0,0.0
12,0.7473285734821994,0.4425873670500699,0.9854882936089435,0.7321822813472972,0.0,0.0
13,0.7418659255354826,0.44634975761512874,0.9760388103775575,0.6921030285876026,0.0,0.0
14,0.7377449805932249,0.4511974531509326,0.9668002531111575,0.6521369940560431,0.0,0.0
15,0.7347261488331979,0.45691339266327335,0.9577304366167476,0.6122841777526182,0.0,0.0
16,0.7221716421486428,0.4625569785109109,0.9641847711453274,0.6636286442117182,0.0,0.0
17,0.7118213618285505,0.4666811373995843,0.9685298460240449,0.7003679592414381,0.0,0.0
18,0.7018544252240164,0.47022646697053355,0.9732124024467403,0.734333427681857,0.0,0.0
19,0.6916958167617058,0.47268649157076237,0.9758700696055678,0.7688083781488821,0.0,0.0
20,0.6806746849393833,0.4752188698357191,0.978316810799409,0.8051514293801302,0.0,0.0
21,0.6672097369303741,0.47702771145354533,0.9822822189411506,0.8427398811208606,0.0,0.0
22,0.6532656092769167,0.4773171261124074,0.987428812486817,0.8827059156524202,0.09262410906311655,0.032215834420049015
23,0.6493842541568821,0.46154402720491833,0.9772199957814803,0.8230399094254178,0.0670313360942749,0.03450428005297422
24,0.6477550433657565,0.448158599233029,0.9662518456021925,0.7790546277950752,0.05095892358827607,0.027357327339060367
25,0.6490009104413236,0.43622024455537595,0.9541868804049768,0.7367676195867534,0.016934466148842003,0.05810419277744232
26,0.6428674109923799,0.42884017075464,0.9567179919848127,0.7663741862439853,0.00974698281225005,0.045961730694094184
27,0.6377881067612255,0.42160480428333513,0.9572242143007799,0.785677894140957,0.011077833668082687,0.08451772657387721
28,0.6329004743878489,0.4145141451414366,0.9576882514237494,0.8020379281064252,0.03300021329162297,0.23096302460459617
